Id,SalePrice
261,123597.2936951695
1559,55022.739254791755
577,225068.01339235203
2812,214732.94035691489
2080,143971.36723372352
1368,96246.8711421648
2376,108584.74554684479
659,123033.48515948956
1235,104810.51523923408
332,68838.72349495476
1917,143508.35622665705
2094,273509.3556238711
1460,293335.4175548791
1471,209815.06292197062
1509,118901.5590532039
1922,136295.90704731783
433,388522.78156863805
460,223799.7213889314
1116,239201.86617745273
1137,176539.23641728563
53,178761.31676641572
2354,286800.39232172165
1475,191917.09259805433
1761,483819.83569310885
842,148089.32834996027
2739,182567.00396733778
2509,178143.73758236482
1007,210648.94148624013
2610,169900.08744053775
1952,58228.96346550924
2719,179705.35401979834
2921,91507.51363539114
1966,130793.23174285691
292,143730.5720256318
1204,174273.85630655452
1829,265932.32555992506
2419,185221.1565052378
391,153649.07720776298
798,107798.34907122666
481,192453.8785602639
193,210914.31699645193
555,109314.45720881026
899,97118.05292883154
2357,163147.4310772533
328,135848.44696258171
1356,129204.0217985335
1154,66547.48950381775
1730,179248.57964898413
2249,139431.98699060304
1119,280401.2315199715
2856,115635.2184787374
1394,180055.94172485173
2587,117870.85712950362
61,311117.4895261894
2661,222188.54915502458
2711,113927.87166150007
1147,195412.76808510115
757,157724.436780737
2623,96163.45160135755
2378,157807.6030217266
1413,137392.06492539938
1722,207529.5505262399
1112,229584.67240531137
1623,220337.97048830753
1201,179272.25098824617
1513,137890.53144241718
957,246066.62260870868
1171,231334.54508334212
1145,213408.20306279254
2726,220529.42577369325
703,135962.79067203577
760,87951.53275292634
1964,144353.42426006985
2512,196795.61337629985
159,223929.4577483635
1281,179933.53108373843
468,183977.44300276972
290,114101.94495396898
665,104004.8058172327
1463,268102.5805972023
1792,248146.25324710156
923,135652.94723079598
500,303629.62166696787
1408,180772.8700095769
331,83662.20653659117
170,176890.0855408269
2192,73237.62300240621
2571,358455.3320136941
2314,170271.72259560833
2647,79014.70222465589
422,337609.9535278289
2457,355838.4359875473
1838,206369.46476829145
2805,247602.6946227327
1645,182770.02727779164
1711,273499.2459258486
2825,272278.8034249896
322,285851.0195253042
2103,259497.68463746388
342,98640.65199120704
600,117816.3670848494
488,213315.05365922255
1725,276463.794697047
2246,247812.1277641768
2847,176257.623913561
806,220837.71712122788
530,245694.47065837565
963,193367.26567997131
2678,111675.51047933474
171,106413.42748964159
2401,318792.0056604259
805,248000.02905418724
2259,232666.45339833852
1748,185708.1835663875
1361,109888.1776870424
1677,107675.22469471139
1406,103209.48450270446
2322,231088.8323880292
688,159824.53170364024
143,138691.5304843831
804,220972.73718086304
1214,161756.30519439734
2828,180243.51411281712
1999,240574.70317587466
2467,205828.17236853763
2665,179290.26920742448
1538,390768.5813290868
398,129525.8519679677
2822,153651.33573770523
2157,170803.78456371184
1856,206939.73437779257
1269,80503.5914656031
2570,96198.21721323603
2320,245221.07584007294
1517,113707.43784797902
2304,83374.1039844075
1312,129548.8568522624
2012,116534.8620215694
506,204928.0051838064
2865,184084.15793412924
2367,97996.44801776716
554,81092.2525752025
238,143888.3219097266
1954,84738.1720588993
2488,153278.1894310254
2291,99625.6095691321
1969,67043.68634206196
2725,196422.1833671846
1482,169896.08154031495
2763,210644.70998945273
503,272074.07440225803
1584,207322.07493924187
1531,149008.24131764355
2210,164339.31057649804
459,295731.7257937724
556,113436.64483269234
1347,178318.6771109486
1290,59996.1935334329
1388,59090.212754985085
1571,248133.2421998987
2754,217167.9836832045
765,170967.5485907772
2494,82764.6939595344
2870,218514.9494625309
7,218995.5699646962
1114,230844.31732895342
2418,269075.1347414565
291,156955.53466260224
18,301124.3594645243
39,263619.7197726532
1001,256544.87870298442
2442,237943.42605866306
616,123901.15504399023
2680,46611.624950913945
1414,123372.87733696075
289,144387.44422209717
40,242307.8340767892
860,123651.67691102636
409,116219.30373850046
673,215989.11489160708
2427,176978.065208463
2036,185293.064709079
2564,161305.80449049594
642,187304.0365728545
1008,207219.2968347855
1908,156458.48150563298
2519,191240.92246513977
1369,140832.82283506694
2855,118680.30587742128
712,71133.43792082742
1943,157347.4211500024
1958,100509.13503883849
107,149373.81822046777
2295,241882.33026574925
704,93643.86297310703
676,96211.62170196301
259,191593.444066762
93,268168.5815862231
106,256396.54206750938
2315,211538.2320770193
1050,74360.79959968955
1095,194579.0566794572
2709,134585.9684573972
758,128801.08256182354
1496,156187.49122657266
2370,117550.12599090324
2458,235834.55585661833
2733,125774.79324330925
161,296774.07529515633
726,178591.75045050867
845,222256.98733506724
947,245626.45451387693
2232,145401.50754492497
2563,142505.12922258268
2299,156624.02838939242
211,82736.98019566457
605,237020.71465856046
1478,172710.31003627786
2247,251968.63842996443
2274,228183.34149984713
2869,203260.22097484302
967,236806.37075685593
2656,166286.42316749366
667,245500.2756391943
1042,111400.81722653715
2023,170564.8906231064
2447,338974.2968040118
2055,90953.09068590146
2275,275688.8608406328
2204,153758.7783147248
1563,250892.9526586004
483,228107.46447159722
796,143882.10780973628
1526,148764.61057590984
2042,141897.35539329948
442,279273.1777355573
1693,289508.57859405736
1468,224782.82186596585
1430,206229.17857544217
2605,238435.78999375482
1529,177736.35071366117
335,110324.82740320207
1287,158525.79810864478
31,91931.63374378183
1785,269112.2947378694
82,169062.22857206757
2620,150405.24181609554
252,196442.13647501403
721,49265.326600755216
2165,179709.63655763166
2316,194005.95752860815
775,151021.96898248268
1558,172514.3872643893
17,191427.2247018381
1022,218468.97491243668
925,101610.61865810957
438,266664.66133911535
1270,122877.88996634015
1272,93958.82859300845
215,193288.3803021349
266,250791.44753089547
2402,273146.52249693335
1250,154461.57872397243
1984,178885.73244698695
1279,150275.13310978166
377,258823.32944180584
1252,146684.84011116775
2156,255072.0806899818
499,306538.7901903386
1374,91833.67379659892
2898,251802.884172895
401,117698.86776358436
2721,226522.13374007447
2078,256629.50136788865
2589,99494.66456269496
1946,383367.05640580086
1334,132232.77259515063
2781,249770.57602916565
431,300716.36107052956
576,195148.01052123704
1474,224622.4749811883
2254,105464.57453773776
2155,251594.9908291262
885,159248.72625024256
643,109801.7302972714
1944,161962.5119812662
480,199190.71121342084
2845,138224.9710329594
2387,304322.80826083967
2407,205997.63844079385
2527,171615.74716950743
2514,160753.9147463584
629,205580.24200765928
80,210783.32826276985
1876,116101.7985530349
1546,123547.27614330081
2518,167481.67678834219
2347,173294.1399394842
783,250383.23548834655
1322,111213.51192735147
194,91945.66042141092
1770,323452.0545219374
2143,152675.66668000782
1229,175451.5582384402
511,259831.19804880326
46,224495.17490605963
1348,187408.9018297915
2465,202701.13071233546
387,219413.0873182048
873,196936.2955150283
1918,101383.12658432068
2764,236750.9077004944
2184,156797.3214495061
934,180571.11806853674
1920,134778.95387651562
2631,131888.98631879874
1768,474150.6151690809
2040,186904.97420822666
1749,210776.45210854406
834,236957.99407662754
1457,258054.3749757514
79,118695.50100146141
2302,96035.7559191169
1817,150015.5324633678
2755,252533.1758119685
359,188304.3606496607
2059,72958.10076739534
2092,265659.2222343362
2516,220227.83515414223
150,111707.90464616311
1656,141543.0570209641
83,110220.68299692264
2411,176559.7675986609
795,60160.95750691125
2312,245937.88268309785
2917,82239.03909221874
1624,169440.96273116954
2215,298946.5130054718
1211,140864.44879037933
1485,170407.05896744947
1024,155707.52903905697
570,227192.2158430419
2874,134145.14325087168
700,224437.69701962196
2756,244457.95670376415
2022,231701.6714675622
583,242746.15247309813
2392,293600.9317727331
2424,202059.72009950154
212,101878.60316372022
736,166969.61729450803
1610,201935.37313222536
890,161411.69931568555
467,175564.90234483918
578,231588.98650141736
1747,182788.13550209347
1149,173895.9895945813
2758,238356.21464539273
857,129876.0121838603
2219,279025.26832468435
733,85975.15725008247
2909,123175.19707710238
1798,288312.22644399223
235,166718.84769454855
2366,133392.34463797475
1027,128893.00105367776
1195,163062.45184755
1303,52899.804040304734
148,170147.01604724838
608,152662.16536583123
2515,200789.6044188263
821,281610.55749816773
2500,252905.211328628
745,131412.4084191291
741,154143.78059704846
1611,137439.56340753718
2532,92866.46702308545
1081,236174.36051867483
1692,373095.3819290381
2520,177975.6698099433
276,96016.56055730651
1992,148597.2322119167
663,55618.509497597115
418,115015.96701937425
1733,223164.58018294768
2359,129973.47867266892
253,201102.36304494157
1518,202566.3577339989
2035,137651.99199655582
2919,71127.06856340985
1540,263845.53646720387
2120,163621.21796496992
1674,203599.75479186256
256,133983.68371872732
2361,82672.96671172325
978,106952.9777940152
2280,205642.134778013
2095,217454.17816163413
1709,314698.4631102993
2801,269774.4153052075
1246,103870.58386919461
2373,102689.41112443828
1055,264854.3291334412
2017,148236.2617197102
1099,253860.08585301647
1344,103285.20410282759
835,228354.4561890012
1117,201859.5835120778
2043,34119.76360649511
2085,114171.94969618437
410,160780.79916565144
2650,115990.47112263308
2867,162454.82349789655
1668,79284.44088267488
1161,190794.13065171707
2122,175608.85770483525
2539,146706.76454293844
1047,136012.72995425132
1445,117675.5029050298
541,109063.67341778614
569,252645.84303728724
1276,103914.4298599381
918,121635.23325172463
326,205466.48707449134
1936,128593.34408002801
895,66768.78689374554
257,167147.89756256342
1241,183636.02890298655
1545,138659.24611263198
1189,181372.23709677113
270,170227.99332232634
2066,297759.178917242
693,144885.92434662348
1259,238812.6433298788
2916,165819.33875175496
2321,325350.44225781923
1977,107150.11958727438
1895,131279.69088073098
1240,144698.28898951027
85,174298.9575109065
1823,138588.67286147317
825,254728.3071290434
110,230328.55827759276
697,150224.73509194027
2297,70717.78678456286
1231,138022.53742233803
1355,164722.4448611713
968,290881.54694893444
584,235600.53724681935
1315,145295.4569382032
1606,178866.7928981192
206,122611.84964242764
1685,269924.4167275592
2016,151300.95053089282
869,236496.04064671346
2135,90640.45033297362
2346,204562.48610981018
2430,242896.81831513648
2198,66961.00423000916
2652,124756.21265239781
27,139443.306678946
241,171665.8307319074
906,81772.80996343063
1506,111546.45339664107
2098,371423.58134631463
1435,205393.5934410442
2213,114449.74704167491
1274,134035.4218964508
743,55290.3121158377
1737,180114.59607027238
2797,282809.76055743615
2185,76365.85150571202
58,160026.6360686844
830,219029.04321943573
808,132609.42113299412
680,200274.6490037525
1153,96949.18208997254
1291,143504.84669648728
1818,194432.8146237305
2161,190652.66505217715
1883,112534.62654493854
350,339993.4297291571
2473,112552.29457140411
295,198319.81313183112
293,236329.148474704
859,108004.47071288375
288,98299.6642931531
1578,165108.212297139
102,212476.8244581872
2831,200939.85501590604
1030,185854.09337518015
2551,131969.16221124108
1286,207504.52798650903
958,284437.03330973
776,143625.7169835274
72,219926.5447908661
2263,234814.97858279618
1866,134623.7409287946
2876,63628.002335414756
2146,273496.8744328618
103,188368.92474171892
1500,179290.79359007278
492,200686.7169327489
167,105525.8202589592
2597,115122.07846274727
2685,101444.71980633552
1035,129586.54197759251
1220,54770.1249516306
2602,149564.61128488276
2159,207287.8026968618
695,172857.81243352965
1109,261772.0994284898
640,185661.0358060198
1652,139684.49793552095
2090,196952.77638009144
1188,172077.83578344923
2345,269077.48178917775
1059,345557.75679463404
2751,262148.8684682122
128,253897.21553774457
1523,209130.58505345182
2925,172079.71763811703
2145,294944.1659627054
1121,206076.1935479187
566,351789.76608680584
565,232399.43267273274
1331,145026.9908929424
2928,96294.92871920532
156,163698.60511174798
797,176224.13607570017
327,97104.84078011231
2859,128434.47897082241
1453,90551.05358716764
1762,323675.3001808403
1868,191004.50902100187
1760,209532.27153417934
1113,245307.4729565815
1812,207106.0514047665
117,139496.6814516912
1142,231875.2999124853
2342,287002.0052190169
927,132945.1630477392
2478,240059.3777315279
655,91053.01952310791
2064,109074.3569044082
369,208203.66602080246
2239,100996.29414159001
2732,197339.03254163708
1653,145352.89185497968
959,230078.57093269168
2395,302383.6138769153
1412,88280.45302005752
271,226045.6089931077
1484,169882.217651397
1497,185412.95649944618
552,182405.1082304283
2,126353.89742057014
1855,270528.7649469725
4,244121.57678364683
2292,151743.15906529082
134,116734.21434786147
646,136267.73362147226
42,247462.91973731318
532,228633.9522154457
713,155725.92145940196
2561,111708.42633603816
2360,126774.56132112979
1333,122130.29024985398
1407,236495.0300659011
2892,288317.86320953537
574,224170.79803561093
1227,196980.32553191017
2591,253637.69160941732
1476,209179.76941052754
1125,252321.5491181421
1446,105792.08255725447
408,119908.33942084725
1101,289331.7988921057
2251,198518.6030607191
373,163493.85046521737
2554,104195.75898843445
2382,262578.6448302232
1985,72219.42412107321
519,206959.7016246277
1093,233547.72011042503
864,249581.1851135001
2889,147844.12572499912
2308,206687.91962472792
986,208080.61120337318
1302,167903.75047259033
585,161646.2602104519
2708,135407.43072902714
147,95372.59391605214
1441,218842.45548379188
383,216401.25754254172
285,161003.84126473614
181,110489.56052896497
358,167930.37610587128
780,182906.39861511672
258,194159.8154331562
1865,250643.4534002177
692,124915.69988477859
2902,317340.3914843262
508,271180.0215031672
2638,162635.9225971261
36,151944.90506618086
611,159110.76705421263
2281,144101.73667322984
1678,95087.94318971527
1696,352567.9480976404
1557,120127.16207469441
2180,196270.45758473733
1726,204394.05079124565
951,138456.1913639874
267,242250.42733094096
2706,145771.00628942496
2221,230882.53206273075
1357,176387.91274346365
2901,276086.37662728084
347,172299.0257125264
2164,210292.87928056368
1586,287757.4446868729
360,153269.41910145478
1769,248650.76476110378
2617,152546.71885720524
1879,146762.87342062208
991,194908.3011933507
1535,107995.4428636434
1191,165995.49689831608
1579,215743.04887725227
1882,122085.43133198458
1510,150819.3219053978
2196,228824.67531298613
1845,186773.6404673257
2336,325765.1970015289
942,82050.02877220977
861,130794.66141567717
2555,120313.39376164367
1392,158587.01068601885
2099,259865.69667083188
1543,130943.02797991387
948,304477.4750055929
1239,212620.7133438934
22,153132.76400004583
2796,264216.02936935984
2747,166525.83423416852
92,275280.55353270425
210,156290.0279727946
1858,217744.06444703508
2228,185023.8297567065
447,220295.53547973628
827,234894.65764406417
1649,208070.60448472458
682,114307.9897124623
2698,75565.42706703197
494,159738.33640772267
214,108142.25449766614
2441,277480.86321940296
2679,85105.99216495303
1336,140244.8037318932
465,174102.22824127926
1524,146658.8306761986
2543,119021.3731876529
631,121432.91522852308
2452,312965.86358333146
228,149258.99554128095
126,156861.97143340996
1092,221405.03818979696
1122,196008.1314422947
932,203573.94660643954
1980,128941.48601565149
2171,123855.99750298273
551,152863.41946334892
2768,176954.6942371924
2056,80941.37665715348
1159,334457.40205319854
2645,179010.0620401306
1174,185851.98098740773
2266,182006.98692954052
2462,344128.2532174662
1219,157857.66166308988
2922,170695.96291144355
118,155562.77389180753
474,173778.9559620067
2576,119802.64144720533
872,248787.27859809133
1077,205538.99721553666
1536,122618.05856341124
1150,116117.6559381116
2341,269407.111469188
1931,133535.66931812256
2785,83581.9876097847
2538,118791.26151618583
597,205523.9199435804
464,201474.55520493723
233,262770.9152537631
2169,136028.7952103503
2123,191164.91115202173
1867,163394.27902749286
137,284920.0525531755
515,256028.52241959935
933,137192.35499386466
2784,174681.90294723585
972,190970.3338468091
599,134679.2780123104
2614,116394.75833393156
2582,155024.0087202402
1409,145684.01825584867
175,143763.64702048432
352,234773.27813047217
976,131772.93670873647
2134,207448.2393333488
984,80886.38343307131
2396,282201.36618994665
1673,151324.61165707803
404,123460.89072839043
607,193693.11614254443
814,206345.7983273249
868,210796.1057779803
2271,201134.65404812433
1633,254082.28940569167
337,268234.76335397153
2765,163986.83617779682
1746,225503.78351147077
368,300742.99185711564
2806,203334.55222913343
1662,195693.08990086243
1234,209338.7347947557
1373,104287.05056821054
1672,93903.4005761923
1939,102236.14181456342
